id,battery_power,blue,clock_speed,dual_sim,fc_megapixel,four_g,int_memory,m_depth,mobile_wt,n_cores,pc_megapixel,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range,mobile_wt_zscore,ram_zscore,new mobile_wt,new ram,,,,
195,640,0,0.6,0,0,0,20,0.1,163,4,15,710,1179,2844,7,5,18,1,1,0,2,0.644216437,0.118168073,163,2844,,,,
196,1526,0,2.1,0,1,1,23,0.2,117,7,8,718,751,2227,18,10,3,1,1,0,2,-0.656177677,-0.001893182,117,2227,,,,
197,1989,0,2.5,1,0,1,41,0.8,94,3,13,1100,1497,1665,17,9,12,1,1,1,2,-1.306374733,-0.111252056,94,1665,,,,
198,1308,0,1.9,0,0,1,61,0.7,106,3,7,59,1215,3355,15,2,4,1,0,1,3,-0.967141486,0.217602921,106,3355,,,,
199,609,0,0.5,0,3,0,26,0.3,93,4,4,938,1948,1866,11,10,14,1,1,1,1,-1.334644171,-0.072139719,93,1866,,,,
200,1905,0,0.6,1,9,1,36,0.4,119,3,20,825,1542,1287,13,4,16,1,0,0,1,-0.599638802,-0.184806602,119,1287,,,,
201,1703,1,0.5,0,0,1,22,0.6,192,1,0,286,1235,1046,5,4,13,1,0,1,0,1.464030118,-0.231702489,192,1046,,,,
202,1445,1,2.4,1,7,1,20,0.4,173,7,15,1273,1345,1441,7,4,13,1,1,1,1,0.92691081,-0.154839935,173,1441,,,,
203,1087,0,1.3,0,0,1,16,0.3,166,3,9,295,589,690,14,6,6,1,0,1,0,0.729024749,-0.300976082,166,690,,,,
204,671,0,0.9,1,10,0,30,0.7,105,7,17,852,1182,2504,6,4,15,1,0,0,2,-0.995410924,0.0520079,105,2504,,,,
205,1472,1,2.3,0,6,0,61,0.1,168,6,19,710,1052,2677,19,15,8,1,0,0,2,0.785563624,0.085671753,168,2677,,,,
206,765,0,0.5,1,0,1,47,0.3,115,8,1,1277,1429,2243,11,7,4,1,0,1,2,-0.712716551,0.001220238,115,2243,,,,
207,1642,0,0.5,1,16,1,8,0.3,171,6,17,129,873,2984,13,4,17,1,0,1,2,0.870371935,0.145410497,171,2984,,,,
208,1265,0,1.5,0,7,0,49,0.7,182,5,16,690,836,1362,5,0,12,0,0,1,1,1.181335745,-0.170212446,182,1362,,,,
209,664,1,1.1,1,1,1,51,0.1,110,7,4,701,1478,3629,19,15,6,1,1,1,3,-0.854063737,0.270920237,110,3629,,,,
210,1277,1,0.5,1,0,1,35,0.4,142,6,6,309,1460,3559,18,17,6,1,1,0,3,0.050558255,0.257299025,142,3559,,,,
211,1395,0,1.8,1,0,0,23,0.1,111,3,1,213,705,2571,11,0,13,1,0,1,2,-0.8257943,0.065045346,111,2571,,,,
212,1539,1,2.6,0,0,0,41,0.1,159,8,0,1112,1666,2107,15,9,10,1,0,1,2,0.531138688,-0.025243832,159,2107,,,,
213,1049,1,2.2,0,9,0,63,0.5,135,5,17,199,1077,1022,11,3,13,0,0,0,0,-0.147327806,-0.236372619,135,1022,,,,
214,1827,0,1.7,0,4,1,39,0.5,128,5,16,55,1020,2844,14,9,10,1,1,0,2,-0.345213867,0.118168073,128,2844,,,,
215,903,0,1,1,0,1,50,0.4,91,1,0,1230,1235,711,9,5,10,1,1,0,0,-1.391183045,-0.296889718,91,711,,,,
216,1987,1,0.5,0,3,1,53,1,181,3,7,1052,1516,3117,18,5,8,1,1,1,3,1.153066308,0.1712908,181,3117,,,,
217,1154,0,1.2,1,0,1,49,0.2,181,8,2,541,1499,978,5,3,7,1,0,1,0,1.153066308,-0.244934524,181,978,,,,
218,1336,0,0.9,0,5,1,17,0.2,194,5,9,55,583,1869,13,1,16,1,1,1,1,1.520568992,-0.071555953,194,1869,,,,
219,1886,0,0.5,0,0,1,24,0.4,112,3,1,809,1958,1179,16,7,20,1,0,1,1,-0.797524863,-0.205822186,112,1179,,,,
220,1551,0,1.1,0,4,0,51,0.1,88,5,6,1738,1995,3844,11,8,4,0,1,0,3,-1.475991357,0.312756817,88,3844,,,,
221,850,1,1.6,1,6,1,29,0.5,133,5,19,404,642,593,19,17,10,1,0,1,0,-0.20386668,-0.31985119,133,593,,,,
222,660,0,0.5,0,5,1,40,0.5,111,2,10,262,1178,588,6,5,18,1,1,1,0,-0.8257943,-0.320824134,111,588,,,,
223,1225,1,2.1,1,8,0,13,0.5,116,4,12,759,1404,3836,12,11,11,0,0,0,3,-0.684447114,0.311200107,116,3836,,,,
224,1452,1,0.5,1,1,1,25,0.9,123,6,11,42,1040,2669,12,10,13,1,0,0,2,-0.486561053,0.084115043,123,2669,,,,
225,1686,1,2.8,1,3,0,38,0.1,166,4,4,397,1453,2958,14,11,2,0,0,0,3,0.729024749,0.14035119,166,2958,,,,
226,1634,1,1.4,0,1,1,17,0.2,200,2,5,964,1677,3031,11,6,6,1,1,1,3,1.690185616,0.154556168,200,3031,,,,
227,1708,1,2.4,1,18,1,49,0.1,109,1,19,233,517,3388,6,4,16,1,1,1,3,-0.882333175,0.22402435,109,3388,,,,
228,1151,1,2.9,1,0,0,31,0.6,128,8,1,1022,1560,2377,18,8,13,0,1,0,2,-0.345213867,0.027295129,128,2377,,,,
229,1578,0,1.9,1,2,1,37,0.1,138,4,19,411,1226,2458,19,16,3,1,0,1,2,-0.062519494,0.043056818,138,2458,,,,
230,1689,0,1.8,0,17,0,24,0.3,127,3,18,954,1200,2766,7,2,7,0,1,1,3,-0.373483304,0.102990151,127,2766,,,,
231,1488,0,0.5,0,1,0,39,0.8,112,5,6,1528,1647,3054,14,10,19,0,0,0,3,-0.797524863,0.159031709,112,3054,,,,
232,1313,1,1.8,1,4,0,9,0.4,105,1,6,416,1308,3791,11,10,6,0,1,1,3,-0.995410924,0.302443614,105,3791,,,,
233,1715,0,1,1,4,1,31,0.5,83,8,17,638,1615,625,17,6,13,1,0,0,0,-1.617338543,-0.31362435,83,625,,,,
234,1442,0,1,1,0,0,27,0.1,192,3,19,231,687,2227,6,5,20,1,1,0,1,1.464030118,-0.001893182,192,2227,,,,
235,528,0,1.7,0,12,1,6,0.8,142,2,15,574,637,3256,9,8,6,1,1,0,2,0.050558255,0.198338636,142,3256,,,,
236,1523,1,1.8,0,6,1,11,0.1,129,1,8,148,1606,707,19,8,19,1,1,0,0,-0.316944429,-0.297668073,129,707,,,,
237,1133,0,1.4,0,3,0,42,0.1,199,5,12,730,1543,1457,18,12,20,1,0,1,1,1.661916179,-0.151726515,199,1457,,,,
238,1718,1,2.5,1,14,1,6,0.1,183,5,16,564,980,3755,7,1,8,1,1,1,3,1.209605182,0.295438419,183,3755,,,,
239,1330,0,0.5,0,0,0,38,1,183,7,1,1290,1441,1733,9,0,11,1,0,1,1,1.209605182,-0.098020022,183,1733,,,,
240,1799,1,0.5,0,0,0,49,0.4,107,4,2,632,1383,720,12,2,11,1,1,1,0,-0.938872049,-0.29513842,107,720,,,,
241,633,1,2.2,0,0,1,49,0.1,139,8,1,529,1009,3560,11,1,16,1,1,1,2,-0.034250057,0.257493614,139,3560,,,,
242,724,0,2.7,1,0,0,44,0.5,187,7,0,1273,1754,2311,7,6,7,1,0,0,2,1.322682931,0.014452272,187,2311,,,,
243,822,1,0.5,0,0,1,51,0.3,157,6,20,667,860,3846,10,1,3,1,0,0,3,0.474599814,0.313145995,157,3846,,,,
244,1918,0,1.9,0,2,0,10,0.6,110,5,10,1170,1543,1717,7,1,16,1,1,1,2,-0.854063737,-0.101133442,110,1717,,,,
245,1891,0,2.8,0,7,1,37,0.4,129,7,14,169,1108,3704,8,6,11,1,0,0,3,-0.316944429,0.285514393,129,3704,,,,
246,1373,1,1,1,2,0,50,0.2,127,7,12,105,673,3800,8,3,14,1,0,0,3,-0.373483304,0.304194912,127,3800,,,,
247,862,1,0.8,1,3,0,23,0.4,165,2,15,793,1758,278,16,3,11,0,0,1,0,0.700755312,-0.381146645,165,278,,,,
248,1273,0,1,0,3,1,48,0.4,99,4,15,490,886,1767,18,15,11,1,1,0,1,-1.165027547,-0.091404005,99,1767,,,,
249,957,1,2.5,0,4,0,7,0.8,107,5,10,1201,1485,1846,12,5,7,1,0,1,1,-0.938872049,-0.076031494,107,1846,,,,
250,1617,1,1.3,1,3,1,30,0.7,105,2,4,246,1038,829,9,0,10,1,0,0,0,-0.995410924,-0.273928247,105,829,,,,
251,893,0,2.5,1,0,0,55,0.6,183,2,1,417,946,2986,7,1,6,0,1,1,2,1.209605182,0.145799675,183,2986,,,,
252,1210,0,0.5,0,0,0,63,0.1,93,5,0,1177,1462,2394,17,9,7,0,0,0,2,-1.334644171,0.030603138,93,2394,,,,
253,708,1,2.7,1,0,1,63,1,195,8,7,78,654,2169,6,5,7,1,1,1,1,1.548838429,-0.013179329,195,2169,,,,
254,835,0,1.1,1,2,0,7,0.2,101,4,7,323,1604,1181,13,5,15,1,1,1,0,-1.108488673,-0.205433009,101,1181,,,,
255,1450,1,2.7,1,9,0,19,0.6,131,1,17,707,1882,575,15,9,12,0,0,0,0,-0.260405555,-0.323353788,131,575,,,,
256,973,1,1.5,0,5,1,57,0.2,190,7,16,457,1816,2977,6,4,2,1,0,0,2,1.407491243,0.144048376,190,2977,,,,
257,601,1,1.4,0,4,1,4,0.1,154,4,13,356,765,532,12,8,10,1,1,1,0,0.389791502,-0.331721104,154,532,,,,
258,507,1,0.5,1,1,0,32,0.5,141,7,11,936,1398,1702,17,0,5,1,1,1,1,0.022288818,-0.104052273,141,1702,,,,
259,564,0,1.8,1,0,1,51,0.5,168,3,1,912,1980,1074,14,8,15,1,1,0,0,0.785563624,-0.226254004,168,1074,,,,
260,1559,1,1.6,1,6,1,6,0.5,162,6,17,179,1559,3352,9,1,3,1,1,1,3,0.615947,0.217019155,162,3352,,,,
262,728,0,2.7,1,0,0,25,0.2,88,4,1,526,1529,2039,5,1,12,1,1,1,1,-1.475991357,-0.038475866,88,2039,,,,
263,1431,1,0.5,0,0,1,56,0.6,191,1,1,156,952,461,7,3,8,1,0,0,0,1.43576068,-0.345536904,191,461,,,,
264,767,0,1.5,0,4,0,28,0.7,175,4,10,344,1517,527,10,0,15,0,1,0,0,0.983449684,-0.332694047,175,527,,,,
265,1722,0,2.6,0,8,0,18,0.8,177,2,16,865,1741,3271,14,0,15,1,0,1,3,1.039988559,0.201257467,177,3271,,,,
266,1992,1,1.6,0,5,1,57,1,100,2,15,1552,1596,606,9,3,4,1,1,1,1,-1.13675811,-0.317321537,100,606,,,,
267,1876,0,0.5,0,10,1,40,0.3,86,6,14,546,1564,2513,10,8,16,1,1,0,3,-1.532530232,0.053759199,86,2513,,,,
268,1054,0,1.1,1,10,1,38,0.4,136,6,12,1097,1222,1675,18,4,14,1,1,1,1,-0.119058369,-0.109306169,136,1675,,,,
269,1283,1,1.6,1,4,0,47,0.9,93,5,5,372,692,2698,9,6,17,1,1,0,2,-1.334644171,0.089758116,93,2698,,,,
270,1281,1,2.3,1,0,0,28,0.3,148,1,6,1285,1617,1129,12,1,6,0,1,0,1,0.220174878,-0.215551623,148,1129,,,,
271,1066,0,0.6,0,2,1,7,0.9,114,7,18,1242,1571,468,19,13,6,1,1,0,0,-0.740985988,-0.344174783,114,468,,,,
272,730,0,2.1,1,0,1,4,0.1,89,8,2,302,1247,1210,19,15,4,1,1,1,0,-1.44772192,-0.199789935,89,1210,,,,
273,1053,1,0.8,1,7,1,45,0.3,103,1,12,594,1767,3086,17,6,5,1,1,1,3,-1.051949798,0.165258549,103,3086,,,,
274,1611,1,0.5,1,11,0,3,0.6,98,3,14,303,714,1595,8,4,9,1,0,1,1,-1.193296984,-0.124873269,98,1595,,,,
275,793,0,1,1,5,1,30,0.9,133,2,15,1858,1935,2332,17,13,14,1,1,1,2,-0.20386668,0.018538636,133,2332,,,,
276,1220,0,2.9,0,3,0,62,0.5,125,4,8,403,1933,2589,19,11,15,1,1,1,2,-0.430022178,0.068547943,125,2589,,,,
277,1662,0,0.5,0,0,1,61,0.8,126,4,13,32,1509,3760,9,5,13,1,1,1,3,-0.401752741,0.296411363,126,3760,,,,
278,1281,1,2.8,1,3,1,8,0.3,144,4,19,590,954,1851,8,2,9,1,1,0,1,0.107097129,-0.07505855,144,1851,,,,
279,538,0,0.8,0,12,1,2,0.8,177,7,13,235,662,417,8,4,9,1,0,1,0,1.039988559,-0.354098809,177,417,,,,
280,823,1,0.5,0,0,0,39,0.4,187,8,4,630,888,294,13,9,11,0,0,1,0,1.322682931,-0.378033225,187,294,,,,
281,1733,1,2.8,0,3,1,36,1,119,6,20,357,527,3576,17,16,9,1,0,0,3,-0.599638802,0.260607034,119,3576,,,,
282,1429,0,1.5,1,0,1,40,0.9,100,3,14,246,820,3945,11,7,18,1,0,1,3,-1.13675811,0.33241028,100,3945,,,,
283,1839,1,1.2,0,9,1,54,0.5,200,7,11,475,1493,927,19,10,18,1,0,1,1,1.690185616,-0.25485855,200,927,,,,
284,659,0,2.7,0,6,1,6,0.5,110,3,7,1054,1929,2044,15,5,2,1,0,1,1,-0.854063737,-0.037502922,110,2044,,,,
285,1953,1,2.1,1,7,0,56,0.1,158,8,9,555,764,2334,11,5,4,1,0,0,2,0.502869251,0.018927813,158,2334,,,,
286,1172,0,1.9,0,0,1,27,0.7,164,1,3,607,1092,1477,12,0,6,1,0,0,1,0.672485875,-0.14783474,164,1477,,,,
287,612,1,1.9,1,6,0,16,0.3,102,7,7,1360,1891,3161,8,4,3,0,0,0,3,-1.080219235,0.179852705,102,3161,,,,
288,1563,0,2.4,0,0,1,24,0.2,170,8,0,142,1699,3660,7,5,5,1,1,0,3,0.842102498,0.276952488,170,3660,,,,
289,1191,0,1.3,1,16,1,26,0.8,84,1,20,681,683,1604,14,3,9,1,0,1,1,-1.589069106,-0.12312197,84,1604,,,,
290,615,1,0.5,1,0,0,42,0.6,163,6,4,104,1664,2211,7,4,18,0,0,1,1,0.644216437,-0.005006602,163,2211,,,,
291,1893,1,2.1,1,8,0,63,0.2,134,2,11,637,763,3822,14,3,18,0,1,1,3,-0.175597243,0.308475865,134,3822,,,,
292,1563,0,1.7,1,10,0,16,0.1,151,7,13,410,572,3922,11,1,8,0,0,1,3,0.30498319,0.327934739,151,3922,,,,
293,1995,1,1.9,0,6,0,9,0.8,139,6,18,1830,1963,1203,14,12,18,1,1,1,2,-0.034250057,-0.201152056,139,1203,,,,
294,1517,0,0.5,0,6,1,48,0.6,143,5,14,802,1489,2822,15,5,11,1,1,1,3,0.078827692,0.113887121,143,2822,,,,
295,832,0,1.6,1,1,1,34,0.3,165,5,5,311,1294,447,15,13,12,1,1,0,0,0.700755312,-0.348261147,165,447,,,,
296,1162,0,2,0,0,1,56,0.7,114,7,1,56,997,1652,5,0,20,1,0,0,1,-0.740985988,-0.11378171,114,1652,,,,
297,1595,1,2.6,0,7,0,12,0.3,121,8,19,344,655,3608,15,1,16,0,1,0,3,-0.543099928,0.266833873,121,3608,,,,
298,1329,1,1,0,1,0,52,0.9,181,6,2,1053,1458,1228,8,6,6,1,0,1,1,1.153066308,-0.196287338,181,1228,,,,
299,928,1,0.5,1,11,0,56,0.7,80,8,13,221,1243,666,19,10,5,0,1,0,0,-1.702146855,-0.305646212,80,666,,,,
300,1656,1,0.5,1,8,1,38,0.1,105,7,17,506,519,1499,12,8,19,1,0,1,1,-0.995410924,-0.143553788,105,1499,,,,
301,1937,1,1.7,0,17,0,58,0.6,189,1,19,1728,1767,3321,5,4,14,1,1,0,3,1.379221806,0.210986904,189,3321,,,,
302,977,1,1.1,1,2,0,57,0.6,181,6,7,63,566,1206,7,1,8,0,1,1,0,1.153066308,-0.20056829,181,1206,,,,
303,768,1,0.9,0,16,1,56,0.1,113,1,20,418,515,952,19,3,16,1,0,1,0,-0.769255426,-0.249993831,113,952,,,,
304,1464,1,0.5,1,11,0,12,0.9,117,2,14,854,1168,3927,5,3,15,0,1,1,3,-0.656177677,0.328907683,117,3927,,,,
305,1177,0,0.9,0,1,1,29,0.4,191,2,8,178,882,311,18,5,19,1,0,0,0,1.43576068,-0.374725216,191,311,,,,
306,1348,0,2,0,18,0,52,0.3,98,3,20,1869,1942,955,18,11,7,1,1,1,1,-1.193296984,-0.249410065,98,955,,,,
307,1956,0,2.2,0,0,1,37,0.5,87,3,2,185,776,1109,13,1,19,1,1,0,1,-1.504260794,-0.219443398,87,1109,,,,
308,1751,0,0.5,1,6,0,8,0.6,178,6,20,170,564,2969,8,6,17,0,0,1,2,1.068257996,0.142491666,178,2969,,,,
309,1530,0,2,0,11,0,42,0.8,177,6,13,454,1975,725,11,10,19,0,0,1,0,1.039988559,-0.294165476,177,725,,,,
310,1997,1,1.8,1,1,0,40,0.5,185,4,8,866,1212,1655,7,6,15,1,0,0,2,1.266144057,-0.113197944,185,1655,,,,
311,1414,1,1.5,1,5,0,44,0.5,180,2,6,44,1118,3490,16,12,13,0,1,0,3,1.124796871,0.243872402,180,3490,,,,
312,1707,0,1.4,0,0,0,41,0.8,80,7,2,1331,1388,1774,12,0,10,0,0,0,2,-1.702146855,-0.090041883,80,1774,,,,
313,894,0,0.5,1,1,1,50,0.5,199,3,14,1285,1462,3615,13,0,6,1,0,1,3,1.661916179,0.268195995,199,3615,,,,
314,645,0,1.2,0,6,1,41,0.7,184,8,17,741,1130,714,18,2,13,1,1,0,0,1.23787462,-0.296305952,184,714,,,,
315,1163,0,2.8,1,0,0,49,0.6,155,2,0,520,754,2768,19,2,12,0,0,1,2,0.418060939,0.103379328,155,2768,,,,
316,1126,0,0.7,0,3,0,49,0.9,165,8,17,114,1726,3739,14,1,13,1,0,0,3,0.700755312,0.292324999,165,3739,,,,
317,1648,0,0.7,0,6,1,64,0.8,170,4,9,1153,1876,610,8,1,6,1,1,0,1,0.842102498,-0.316543182,170,610,,,,
318,1170,1,0.9,0,6,1,14,0.4,199,2,13,474,709,715,18,5,20,1,0,1,0,1.661916179,-0.296111363,199,715,,,,
319,508,0,0.8,0,7,1,42,0.3,94,1,8,39,557,663,13,12,7,1,0,0,0,-1.306374733,-0.306229978,94,663,,,,
320,1097,0,2.1,1,6,0,64,0.2,161,3,8,419,1914,1725,14,5,9,1,0,1,1,0.587677563,-0.099576732,161,1725,,,,
321,728,0,1.7,1,0,1,5,0.6,101,2,20,584,775,834,16,0,5,1,1,0,0,-1.108488673,-0.272955303,101,834,,,,
322,1980,0,0.5,1,2,1,29,0.8,177,1,13,312,1910,3865,12,10,18,1,0,0,3,1.039988559,0.316843181,177,3865,,,,
323,1504,0,2.3,1,1,0,64,0.9,182,1,2,19,1923,3059,6,5,10,0,1,0,3,1.181335745,0.160004653,182,3059,,,,
324,1379,1,2.1,1,14,1,63,1,83,1,17,207,1370,651,9,6,7,1,1,0,0,-1.617338543,-0.308565043,83,651,,,,
325,1698,0,2.1,0,5,1,18,0.9,160,6,20,363,994,796,13,3,14,1,0,1,0,0.559408125,-0.280349675,160,796,,,,
326,920,0,2.1,1,5,0,25,0.4,115,7,14,209,1078,785,10,7,5,0,1,1,0,-0.712716551,-0.282490151,115,785,,,,
327,1144,1,1.5,1,0,0,21,0.4,189,1,11,159,724,3252,16,0,8,0,0,0,2,1.379221806,0.197560281,189,3252,,,,
328,1995,1,0.5,0,6,0,26,0.2,129,1,15,649,1104,1322,15,11,7,0,1,1,1,-0.316944429,-0.177995996,129,1322,,,,
329,1430,0,0.5,1,1,0,27,0.5,183,1,16,1132,1182,2832,7,1,15,0,1,1,2,1.209605182,0.115833008,183,2832,,,,
330,972,1,0.5,1,5,0,13,0.4,193,5,8,1392,1795,1615,11,6,13,0,1,0,1,1.492299555,-0.120981494,193,1615,,,,
331,662,0,0.5,0,5,0,20,0.8,138,1,10,1001,1224,2125,17,15,15,0,1,1,1,-0.062519494,-0.021741234,138,2125,,,,
332,1867,0,2.3,0,0,1,9,0.1,191,6,3,712,1442,990,6,1,2,1,0,1,1,1.43576068,-0.242599459,191,990,,,,
333,1730,0,2,1,0,1,20,0.1,143,4,10,418,1023,1595,14,0,12,1,1,0,1,0.078827692,-0.124873269,143,1595,,,,
334,1723,1,1,0,1,1,7,0.6,126,3,17,384,1361,1213,5,0,16,1,1,1,1,-0.401752741,-0.199206169,126,1213,,,,
335,1882,1,1.3,1,8,0,47,0.2,140,2,13,119,652,2500,17,1,11,0,0,1,2,-0.00598062,0.051229545,140,2500,,,,
336,803,0,0.8,1,0,0,18,0.3,106,4,1,627,935,2801,18,15,12,0,1,0,2,-0.967141486,0.109800757,106,2801,,,,
337,580,1,1.2,1,0,0,47,0.9,91,3,1,1086,1345,3451,15,1,11,1,1,0,3,-1.391183045,0.236283441,91,3451,,,,
338,668,0,2.3,0,2,1,48,0.3,114,1,19,195,1292,1201,14,12,4,1,1,0,0,-0.740985988,-0.201541234,114,1201,,,,
339,1391,0,1.4,0,2,1,36,0.8,182,1,6,14,1256,3139,14,7,14,1,1,0,2,1.181335745,0.175571752,182,3139,,,,
340,1560,0,2.3,0,0,1,22,0.8,169,7,1,745,1364,1938,15,11,16,1,1,1,2,0.813833061,-0.058129329,169,1938,,,,
341,821,0,1.8,1,5,0,54,0.1,109,3,9,253,1786,3185,8,4,15,1,0,0,2,-0.882333175,0.184522835,109,3185,,,,
342,811,1,2.4,1,5,1,2,0.3,106,6,13,333,1429,2111,18,7,2,1,0,1,1,-0.967141486,-0.024465477,106,2111,,,,
343,1989,1,2.9,1,8,0,17,0.1,193,8,15,629,682,2369,7,0,18,1,1,0,2,1.492299555,0.025738419,193,2369,,,,
344,1034,1,2.7,1,6,0,37,0.7,120,7,20,707,1199,3625,17,1,12,0,1,1,3,-0.571369365,0.270141882,120,3625,,,,
345,618,0,2.1,0,2,0,6,0.3,86,1,4,1314,1688,1051,13,10,15,0,0,1,0,-1.532530232,-0.230729545,86,1051,,,,
346,654,1,1.3,0,0,1,52,0.7,196,4,4,1715,1898,1036,17,4,13,1,0,0,1,1.577107867,-0.233648377,196,1036,,,,
347,576,1,2.8,0,2,1,10,0.2,184,5,7,513,1438,2938,6,0,5,1,1,1,2,1.23787462,0.136459415,184,2938,,,,
348,667,1,0.6,0,6,1,3,0.7,185,6,13,13,1463,2855,5,0,19,1,0,1,2,1.266144057,0.120308549,185,2855,,,,
349,869,1,1,0,7,1,57,0.6,118,1,15,1243,1584,2727,13,3,8,1,0,0,2,-0.627908239,0.09540119,118,2727,,,,
350,635,1,0.5,1,2,0,42,0.4,149,3,4,300,1059,2973,12,5,18,0,0,1,2,0.248444316,0.143270021,149,2973,,,,
351,609,1,3,0,15,1,44,0.3,117,1,16,58,1253,2581,15,11,15,1,0,1,1,-0.656177677,0.066991233,117,2581,,,,
352,1557,0,2.8,1,16,0,2,0.1,123,5,20,1107,1442,2690,18,16,9,0,0,1,3,-0.486561053,0.088201406,123,2690,,,,
353,1604,1,1.7,0,2,0,33,1,191,8,5,134,939,916,13,10,12,0,1,1,0,1.43576068,-0.256999026,191,916,,,,
354,1182,0,0.5,0,7,1,8,0.5,138,8,16,275,986,2563,19,17,19,1,0,0,2,-0.062519494,0.063488636,138,2563,,,,
355,848,1,2.1,1,10,1,19,0.8,148,7,18,176,1029,3359,10,0,14,1,0,0,2,0.220174878,0.218381276,148,3359,,,,
356,1610,1,2.9,0,7,1,64,0.9,181,4,12,1236,1280,941,8,4,9,1,1,0,1,1.153066308,-0.252134307,181,941,,,,
357,1828,1,2.1,1,0,0,17,0.9,199,1,1,336,898,2280,17,14,4,0,0,0,2,1.661916179,0.008420021,199,2280,,,,
358,880,0,2,1,1,1,50,0.5,194,7,3,1116,1381,827,15,9,6,1,0,1,0,1.520568992,-0.274317424,194,827,,,,
359,1394,1,0.9,1,10,1,62,0.3,175,5,13,1010,1565,473,11,1,20,1,1,0,0,0.983449684,-0.34320184,175,473,,,,
360,1960,1,2.3,1,1,1,61,0.3,86,7,3,205,1299,3865,10,7,11,1,0,0,3,-1.532530232,0.316843181,86,3865,,,,
361,809,0,0.8,0,10,0,21,0.9,91,7,19,1453,1726,1274,18,7,3,0,0,0,1,-1.391183045,-0.187336255,91,1274,,,,
362,899,0,0.5,1,13,1,57,0.9,172,2,18,788,1331,364,11,1,7,1,1,0,0,0.898641373,-0.364412013,172,364,,,,
363,1976,1,0.7,1,4,0,32,0.8,171,2,7,1301,1922,3699,17,11,13,0,1,1,3,0.870371935,0.284541449,171,3699,,,,
364,879,0,1.5,1,0,1,21,0.8,187,4,2,463,1038,2927,14,13,11,1,0,1,2,1.322682931,0.134318939,187,2927,,,,
365,916,1,2.6,0,0,0,36,0.3,195,4,12,188,992,1470,13,0,14,0,1,0,0,1.548838429,-0.149196862,195,1470,,,,
366,763,0,1.7,1,8,1,2,0.5,92,8,14,1028,1186,1050,6,4,8,1,1,0,0,-1.362913608,-0.230924134,92,1050,,,,
367,508,0,1.6,1,0,0,9,0.4,162,6,2,1419,1920,2616,18,8,10,1,1,1,2,0.615947,0.073801839,162,2616,,,,
368,825,0,2.9,1,0,0,34,0.8,99,8,17,1471,1866,2915,8,2,10,1,1,0,3,-1.165027547,0.131983874,99,2915,,,,
369,1864,0,1.4,0,8,1,46,0.7,178,1,12,168,981,2686,11,7,18,1,1,1,2,1.068257996,0.087423051,178,2686,,,,
370,1725,0,0.5,1,8,1,52,1,185,6,12,1125,1195,1243,19,18,5,1,1,1,1,1.266144057,-0.193368507,185,1243,,,,
371,1108,1,2.9,0,10,0,52,0.1,183,2,12,130,1706,3264,16,1,13,0,1,1,3,1.209605182,0.199895345,183,3264,,,,
372,1011,0,1.1,0,4,1,36,0.2,131,7,18,481,749,2261,7,6,16,1,1,1,1,-0.260405555,0.004722835,131,2261,,,,
373,1703,1,1.5,1,17,1,55,0.7,138,5,19,1411,1711,2993,5,1,20,1,1,1,3,-0.062519494,0.147161796,138,2993,,,,
374,1067,1,1.7,1,0,0,58,0.5,135,7,0,79,681,706,12,9,16,0,1,0,0,-0.147327806,-0.297862662,135,706,,,,
375,1334,1,2.4,0,5,1,42,0.6,115,5,14,1187,1974,2542,10,1,8,1,0,0,3,-0.712716551,0.059402272,115,2542,,,,
376,775,1,2.6,0,0,0,30,0.4,189,7,10,561,1510,2523,17,16,9,1,0,1,2,1.379221806,0.055705086,189,2523,,,,
377,1899,1,0.6,0,0,0,26,0.1,151,2,0,96,814,336,13,11,4,1,0,1,0,0.30498319,-0.369860498,151,336,,,,
378,930,1,1.3,1,1,1,14,0.4,97,6,10,77,1025,2457,11,7,17,1,1,0,1,-1.221566422,0.042862229,97,2457,,,,
379,1058,0,1.5,0,2,0,19,0.4,166,4,14,493,1247,418,9,7,16,0,0,1,0,0.729024749,-0.35390422,166,418,,,,
380,1187,1,2.2,0,0,1,46,0.4,145,2,9,1173,1814,3917,13,11,8,1,0,1,3,0.135366567,0.326961795,145,3917,,,,
381,1874,1,2.7,1,10,0,8,0.9,166,7,13,964,1233,1246,8,1,2,0,0,1,1,0.729024749,-0.19278474,166,1246,,,,
382,1482,0,0.5,0,2,0,48,0.2,142,7,10,634,642,2971,12,8,12,1,1,1,2,0.050558255,0.142880843,142,2971,,,,
383,1809,1,1.7,0,3,1,59,0.1,174,3,4,639,721,2324,10,6,16,1,0,1,2,0.955180247,0.016981926,174,2324,,,,
384,864,1,3,1,0,1,54,0.7,187,2,1,127,1670,3121,18,2,16,1,1,1,2,1.322682931,0.172069155,187,3121,,,,
385,625,1,1.9,0,12,1,33,0.2,191,1,20,431,550,3801,10,6,2,1,0,0,2,1.43576068,0.304389501,191,3801,,,,
386,1880,1,1.8,0,4,1,18,0.7,138,3,5,71,699,3333,17,15,7,1,0,0,3,-0.062519494,0.213321969,138,3333,,,,
387,1138,0,1.4,0,12,1,44,0.2,187,8,17,111,1138,3475,19,3,3,1,0,0,3,1.322682931,0.24095357,187,3475,,,,
